record_id,county,scientific_name,s_common_name,inf_taxon,group_member_type_desc,g_rank,s_rank,g1g2s1s2,state_status,state_protect_status_desc,fed_status,fed_protect_desc,listed_species,tracked_species,swap_priority_desc,presence_status,obsrank,locuseclass,date_class,first_obs_date,last_survey_date,dateconvert,count_records,eo_id_sc
20419,Dillon,Notropis maculatus,Taillight Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,20 - 40 Years,1994-05-09,1994-05-09,1994-05-09,44,29920
20421,Dillon,Noturus gyrinus,Tadpole Madtom,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2021-03-30,2021-03-30,2021-03-30,44,27758
20427,Dillon,Noturus sp. 2,Broadtail Madtom,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G2,S1,1,ST: State Threatened,ST: State Threatened,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,44,11473
20428,Dillon,Nuphar sagittifolia,"Narrowleaf Pondlily, Bonnets",Dicots,Botanical,G5T2,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,5 - 10 Years,2019-08-26,2019-08-26,2019-08-26,44,6660
20430,Dillon,Orthochilus ecristatus,"Spiked Medusa, Smooth-lipped Eulophia",Monocots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,X - Extirpated,Not Recorded,> 40 Years,1957-10-01,1957-10-01,1957-10-01,44,2947
20431,Dillon,Procambarus blandingii,Santee Crayfish,Crayfishes,Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,10 - 20 Years,2007-10-19,2007-10-19,2007-10-19,44,15301
20475,Dillon,Procambarus braswelli,Waccamaw Crayfish,Crayfishes,Zoological,G3,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,5 - 10 Years,2018-01-24,2018-01-24,2018-01-24,44,15705
20476,Dillon,Procambarus chacei,Cedar Creek Crayfish,Crayfishes,Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,44,15698
20480,Dillon,Procambarus lepidodactylus,Pee Dee Lotic Crayfish,Crayfishes,Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1980-05-14,1980-05-14,1980-05-14,44,15083
20484,Dillon,Procambarus pearsei,Carolina Sandhills Crayfish,Crayfishes,Zoological,G4,S1S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,44,15171
20486,Dillon,Procambarus troglodytes,Eastern Red Swamp Crayfish,Crayfishes,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,44,28483
20492,Dillon,Rhadinaea flavilata,Pine Woods Littersnake,Reptiles,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2024-04-21,2024-04-21,2024-04-21,44,26795
20494,Dillon,Siren lacertina,Greater Siren,Amphibians,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,20 - 40 Years,2004-04-03,2004-04-03,2004-04-03,44,27061
20496,Dillon,Uniomerus carolinianus,Eastern Pondhorn,Freshwater Mussels,Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-07-12,2022-07-12,2022-07-12,44,28019
20502,Dillon,Xyris flabelliformis,Savanna Yellow-eyed-grass,Monocots,Botanical,G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,D? - Possibly poor estimated viability/ecological integrity,Not Recorded,< 5 Years,1997-06-26,2020-06-29,2020-06-29,44,1423
20503,Dorchester,Acantharchus pomotis,Mud Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2007-07-31,2007-08-30,2007-08-30,113,27469
20563,Dorchester,Acipenser oxyrinchus oxyrinchus,Atlantic Sturgeon,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G3T3,S3,1,Not Applicable,Not Applicable,LE: Federally Endangered,LE: Federally Endangered,1,1,Highest,3,N - Not Ranked,Freshwater,5 - 10 Years,2019,2019,2019,113,8425
20565,Dorchester,Adiantum capillus-veneris,"Venus'-hair Fern, Southern Maidenhair",Leptosporangiate Ferns,Botanical,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,A - Excellent estimated viability,Not Recorded,< 5 Years,2024-05-31 00:49,2024-05-31 00:49,2024-05-31 00:49,113,26876
20566,Dorchester,Agalinis laxa,Long-pedicelled Agalinis,Dicots,Botanical,G3G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,1997-10-10,1997-10-10,1997-10-10,113,7038
20567,Dorchester,Agalinis tenella,Delicate Agalinis,Dicots,Botanical,G4,S1?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,1997-10-10,1997-10-10,1997-10-10,113,2176
20568,Dorchester,Alburnops chalybaeus,Ironcolor Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,10 - 20 Years,1976-04-08,2009-09-15,2009-09-15,113,10251
20592,Dorchester,Alosa aestivalis,Blueback Herring,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G3G4,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,1981-09-15,2021,2021,113,9078
20596,Dorchester,Alosa mediocris,Hickory Shad,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,2021,2021,2021,113,9124
20602,Dorchester,Alosa sapidissima,American Shad,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,2021,2022-05-04,2022-05-04,113,20102
20604,Dorchester,Ambystoma mabeei,Mabee's Salamander,Amphibians,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,> 40 Years,1954-03-06,1954-03-06,1954-03-06,113,6711
20605,Dorchester,Ameiurus catus,White Catfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-08-09,2006-08-09,2006-08-09,113,11951
20620,Dorchester,Ameiurus platycephalus,Flat Bullhead,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1977-06-28,1977-06-28,1977-06-28,113,12206
20629,Dorchester,Anguilla rostrata,American Eel,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,5 - 10 Years,2007-10-19,2018-06-27,2018-06-27,113,8657
20665,Dorchester,Ardea alba,Great Egret,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Not Applicable,3,N - Not Ranked,Breeding,10 - 20 Years,2011,2011,2011,113,6322
20667,Dorchester,Aristida condensata,Big Three-awn,Monocots,Botanical,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not Recorded,< 5 Years,2024-06-14 12:21,2024-06-14 12:21,2024-06-14 12:21,113,27210
20668,Dorchester,Asclepias perennis,Aquatic Milkweed,Dicots,Botanical,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2006-07-26,2024-01-01,2024-01-01,113,22230
20682,Dorchester,Asplenium resiliens,Blackstem Spleenwort,Leptosporangiate Ferns,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,> 40 Years,1970-10-01,1970-10-01,1970-10-01,113,6267
20683,Dorchester,Bombus pensylvanicus,American Bumble Bee,Bumble Bees,Zoological,G3G4,SNR,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2023-09-16,2023-09-16,2023-09-16,113,27251
20685,Dorchester,Bulbostylis warei,Ware's Hairsedge,Monocots,Botanical,G3G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,5 - 10 Years,2015-08-21,2015-08-21,2015-08-21,113,6953
20686,Dorchester,Callinina intertexta,Rotund Mysterysnail,Freshwater Snails,Zoological,G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2007-08-01,2007-08-01,2007-08-01,113,25430
20688,Dorchester,Carex basiantha,"Southern Willdenow's Sedge, Widow Sedge",Monocots,Botanical,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,1997-03-08,2000-07-27,2000-07-27,113,2736
20689,Dorchester,Carex chapmanii,Chapman's Sedge,Monocots,Botanical,G3,S2?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,> 40 Years,1962-04-19,1962-04-19,1962-04-19,113,4101
20690,Dorchester,Carex cherokeensis,"Cherokee Sedge, Wolftail Sedge",Monocots,Botanical,G4G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-03-22,2001-07-02,2001-07-02,113,4665
20691,Dorchester,Carex gholsonii,Gholson’s Sedge,Monocots,Botanical,G4G5,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-07-02,2001-07-02,2001-07-02,113,2573
20693,Dorchester,Carex oligocarpa,Eastern Few-fruited Sedge,Monocots,Botanical,G4G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1957-05-27,1957-05-27,1957-05-27,113,5879
20695,Dorchester,Castilleja coccinea,Eastern Indian-paintbrush,Dicots,Botanical,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1977-05-01,1977-05-01,1977-05-01,113,1815
20696,Dorchester,Chologaster cornuta,Swampfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,20 - 40 Years,2002-03-15,2002-03-15,2002-03-15,113,12946
20702,Dorchester,Clemmys guttata,Spotted Turtle,Turtles,Zoological,G5,S2,1,ST: State Threatened,ST: State Threatened,ARS: At-Risk Species,ARS: At-Risk Species,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2019-04-03,2024-04-09 13:53,2024-04-09 13:53,113,2113
20711,Dorchester,Condylura cristata,Star-nosed Mole,Mammals,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,> 40 Years,1947,1947,1947,113,5853
20712,Dorchester,Coreopsis gladiata,Swamp Coreopsis,Dicots,Botanical,G4G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,1987-08-28,1987-08-28,1987-08-28,113,2195
20714,Dorchester,Coreopsis integrifolia,Chipola Dye-flower; Cileate-leaf Tickseed,Dicots,Botanical,G1G2,S1,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,High,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2000-08-10,2023-05-31 10:33,2023-05-31 10:33,113,6680
20718,Dorchester,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammals,Zoological,G3G4,S2,1,SE: State Endangered,SE: State Endangered,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Hibernaculum,< 5 Years,2021-12-15,2021-12-15,2021-12-15,113,20722
20727,Dorchester,Crotalus adamanteus,Eastern Diamond-backed Rattlesnake,Reptiles,Zoological,G3,S2,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,5 - 10 Years,2019-08-08,2019-08-08,2019-08-08,113,8010
20728,Dorchester,Crotalus horridus pop. 1,Timber Rattlesnake - Mountain Population,Reptiles,Zoological,G4T4Q,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,> 40 Years,1976-03-13,1976-03-13,1976-03-13,113,27182
20729,Dorchester,Crotalus horridus pop. 2,Timber Rattlesnake - Coastal Plain Population,Reptiles,Zoological,G4T4Q,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1976-03-13,1976-03-13,1976-03-13,113,27182
20730,Dorchester,Cyprinella leedsi,Bannerfin Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,20 - 40 Years,1994-05-14,1994-05-14,1994-05-14,113,10962
20736,Dorchester,Danaus plexippus,Monarch Butterfly,Butterflies and Skippers,Zoological,G4,S4,1,Not Applicable,Not Applicable,C: Candidate,C: Candidate,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-06,2022-06,2022-06,113,22692
20737,Dorchester,Dichanthelium caerulescens,Blue Witchgrass,Monocots,Botanical,G3,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,10 - 20 Years,2008-12-11,2008-12-11,2008-12-11,113,6833
20738,Dorchester,Dryobates borealis,Red-cockaded Woodpecker,Birds,Zoological,G3,S2,1,SE: State Endangered,SE: State Endangered,LE: Federally Endangered,LT: Federally Threatend,1,1,Highest,3,AB - Excellent or good estimated viability,Not applicable,< 5 Years,1981,2024-02,2024-02,113,1420
20768,Dorchester,Egretta caerulea,Little Blue Heron,Birds,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,5 - 10 Years,2019,2019,2019,113,7776
20770,Dorchester,Elanoides forficatus,Swallow-tailed Kite,Birds,Zoological,G5,S2,1,SE: State Endangered,SE: State Endangered,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,E - Verified extant (viability not assessed),Breeding,20 - 40 Years,1991-04-12,2004-05-16,2004-05-16,113,6009
20772,Dorchester,Eleocharis vivipara,Viviparous Spikerush,Monocots,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,> 40 Years,1983-07-06,1983-07-06,1983-07-06,113,5377
20773,Dorchester,Elliptio congaraea,Carolina Slabshell,Freshwater Mussels,Zoological,G3,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,10 - 20 Years,2006-05-24,2006-05-24,2006-05-24,113,16245
20775,Dorchester,Elliptio icterina,Variable Spike,Freshwater Mussels,Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,20 - 40 Years,1994-05-14,1994-05-14,1994-05-14,113,16381
20776,Dorchester,Enneacanthus chaetodon,Blackbanded Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G3G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,113,13291
20777,Dorchester,Enneacanthus obesus,Banded Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1977-06-27,1977-06-27,1977-06-27,113,13568
20789,Dorchester,Epidendrum conopseum,Green-fly Orchid,Monocots,Botanical,G4,S3?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1981-05-03,1981-05-03,1981-05-03,113,6156
20791,Dorchester,Eptesicus fuscus,Big Brown Bat,Mammals,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Nonbreeding,20 - 40 Years,1990,1990,1990,113,22315
20792,Dorchester,Etheostoma serrifer,Sawcheek Darter,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,< 5 Years,1976-04-08,2020-06-03,2020-06-03,113,14212
20802,Dorchester,Eurycea chamberlaini,Chamberlain's Dwarf Salamander,Amphibians,Zoological,G4,S3,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,N - Not Ranked,Not applicable,< 5 Years,2020-09-26,2020-09-26,2020-09-26,113,27180
20804,Dorchester,Falco sparverius,American Kestrel,Birds,Zoological,G5,S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,1992,1992,1992,113,25885
20805,Dorchester,Farancia abacura,Red-bellied Mudsnake,Reptiles,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,20 - 40 Years,1990-06-16,1990-06-16,1990-06-16,113,26914
20807,Dorchester,Farancia erytrogramma,Rainbow Snake,Reptiles,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2023-04-22,2023-04-22,2023-04-22,113,26341
20811,Dorchester,Fundulus chrysotus,Golden Topminnow,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2007-09-11,2007-09-11,2007-09-11,113,27548
20829,Dorchester,Fundulus heteroclitus,Mummichog,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2007-08-22,2007-08-22,2007-08-22,113,27554
20831,Dorchester,Fundulus lineolatus,Lined Topminnow,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,> 40 Years,1977-06-24,1977-06-24,1977-06-24,113,29558
20847,Dorchester,Galba cubensis,Carib Fossaria,Freshwater Snails,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2007-08-01,2007-08-01,2007-08-01,113,25042
20849,Dorchester,Gopherus polyphemus,Gopher Tortoise,Turtles,Zoological,G3,S1,1,SE: State Endangered,SE: State Endangered,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,20 - 40 Years,1998-06-01,1998-06-01,1998-06-01,113,6065
20850,Dorchester,Haliaeetus leucocephalus,Bald Eagle,Birds,Zoological,G5,"S3B,S3N",1,ST: State Threatened,ST: State Threatened,Bald & Golden Eagle Protection Act,Bald & Golden Eagle Protection Act,1,1,High,3,N - Not Ranked,Breeding,< 5 Years,2021,2024,2024,113,933
20872,Dorchester,Heterandria formosa,Least Killifish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2007-09-11,2007-09-11,2007-09-11,113,27575
20904,Dorchester,Heterodon simus,Southern Hog-nosed Snake,Reptiles,Zoological,G2,S1,1,ST: State Threatened,ST: State Threatened,Not Applicable,Not Applicable,1,1,Highest,3,H - Historical,Not applicable,> 40 Years,1976-06-02,1976-06-02,1976-06-02,113,5584
20905,Dorchester,Hydroptila tridentata,a purse casemaker caddisfly,Caddisflies,Zoological,G1,SNR,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,> 40 Years,1976-05-07,1976-05-07,1976-05-07,113,7445
20906,Dorchester,Icterus galbula,Baltimore Oriole,Birds,Zoological,G5,S3S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,High,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,5 - 10 Years,2015-02-20,2015-02-20,2015-02-20,113,5373
20907,Dorchester,Ilex amelanchier,Sarvis Holly,Dicots,Botanical,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,1985-08-07,1985-08-07,1985-08-07,113,3151
20908,Dorchester,Kinosternon baurii,Striped Mud Turtle,Turtles,Zoological,G4G5,S3,1,R: Regulated,R: Regulated,Not Applicable,Not Applicable,1,1,Moderate,3,C? - Possibly fair estimated viability/ecological integrity,Not applicable,< 5 Years,2020-03-15,2022-03-30,2022-03-30,113,7881
20909,Dorchester,Lacunicambarus diogenes,Devil Crawfish,Crayfishes,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,> 40 Years,1982-04-24,1982-04-24,1982-04-24,113,26928
20913,Dorchester,Lanius ludovicianus,Loggerhead Shrike,Birds,Zoological,G4,S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,1994,1994,1994,113,26088
20917,Dorchester,Lasionycteris noctivagans,Silver-haired Bat,Mammals,Zoological,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Breeding,Date Unknown,No Date,No Date,No Date,113,24317
20918,Dorchester,Lasiurus borealis,Eastern Red Bat,Mammals,Zoological,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Nonbreeding,20 - 40 Years,1990,1990,1990,113,22335
20919,Dorchester,Lasiurus cinereus,Hoary Bat,Mammals,Zoological,G3G4,S2,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,N - Not Ranked,Undetermined,< 5 Years,2024-03-27,2024-03-27,2024-03-27,113,26878
20926,Dorchester,Limnothlypis swainsonii,Swainson's Warbler,Birds,Zoological,G4,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,High,3,N - Not Ranked,Breeding,> 40 Years,1977-01-01,1977-01-01,1977-01-01,113,4204
20927,Dorchester,Lindera melissifolia,"Southern Spicebush, Pondberry",Dicots,Botanical,G3,S2,1,Not Applicable,Not Applicable,LE: Federally Endangered,LE: Federally Endangered,1,1,Highest,3,N - Not Ranked,Not Recorded,10 - 20 Years,2010-06-21,2010-06-21,2010-06-21,113,607
20928,Dorchester,Lithobates capito,Carolina Gopher Frog,Amphibians,Zoological,G2G3,S1,1,SE: State Endangered,SE: State Endangered,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,H? - Possibly historical,Not Recorded,> 40 Years,1956-05-06,1956-05-06,1956-05-06,113,23239
20930,Dorchester,Lithobates heckscheri,River Frog,Amphibians,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,20 - 40 Years,1990-06-16,1990-06-16,1990-06-16,113,25740
20938,Dorchester,Littoridinops tenuipes,Henscomb Hydrobe,Freshwater Snails,Zoological,G5,S1S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2012-05-19,2012-05-19,2012-05-19,113,24850
20939,Dorchester,Magnolia macrophylla,Bigleaf Magnolia,Dicots,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,> 40 Years,1945-05-01,1945-05-01,1945-05-01,113,5653
20940,Dorchester,Menispermum canadense,"Moonseed, Yellow Parilla",Dicots,Botanical,G5,S3?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-07-02,2001-07-02,2001-07-02,113,3145
